2025.12.19 13:38:29 INFO  Started: Metals version 1.6.4 in folders '/home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs' for client Visual Studio Code 1.107.1.
2025.12.19 13:39:22 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:22 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:22 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:22 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:22 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:22 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:23 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:24 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:24 WARN  no build target for: /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc
2025.12.19 13:39:24 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:32 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:32 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:34 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:35 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:36 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:35 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:35 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:36 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:36 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:39:46 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:15 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:16 WARN  no build target for: /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc
2025.12.19 13:43:16 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:18 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:18 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:31 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:31 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:33 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:33 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:33 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:35 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:35 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:35 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:44 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:44 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:44 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:53 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:54 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:55 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:55 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:56 WARN  no build target for: /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc
2025.12.19 13:43:56 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:43:56 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:46:02 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:46:08 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:46:09 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:46:09 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:46:57 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:22 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:22 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:22 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:23 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:27 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:27 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:27 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:28 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:28 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:28 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:28 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:29 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:29 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:29 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:29 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:29 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:29 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:29 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:43 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:43 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:47 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:47 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:49 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:49 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:52 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:52 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:52 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:52 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:55 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:55 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:58 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:51:58 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:24 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:25 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:25 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:24 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:24 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:25 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:25 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:26 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:26 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:26 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:26 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:26 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:26 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:27 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:26 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:27 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:28 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:28 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:29 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:52:29 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:53:08 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:53:08 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:53:09 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:53:09 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:53:09 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:53:12 WARN  Using H2 2.4.240 which is newer than the version Flyway has been verified with. The latest verified version of H2 is 2.3.232.
2025.12.19 13:53:12 INFO  no build target found for /java.base/java/time/format/DateTimeFormatter.java. Using fallback presentation compiler.
2025.12.19 13:53:14 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:53:14 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
2025.12.19 13:53:14 INFO  no build target found for /home/ckassab/Development/ETLs/ETLsHowTo/ETLsWithScala/Projects/Catalogs/Catalogs.sc. Using presentation compiler with project's scala-library version: 3.3.6
